Organisation_Match,Sector
CENTRE FOR CITIES,Education
CENTRE FOR EDUCATION-UK LTD,Education
"CENTRE FOR FINANCE, TECHNOLOGY AND ENTREPRENEURSHIP LTD",Education
CENTRE FOR MENTAL HEALTH,Engineering
CENTRE FOR POLICY STUDIES LIMITED,Technology
CENTRE FOR PROCESS INNOVATION LIMITED,Engineering
CENTRE FOR PUBLIC IMPACT EUROPE,Education
CENTRE OF ACCOUNTANCY CAREERS & TRAINING LTD,Education
CENTRE OF INTELLIGENT TECHNOLOGIES LTD,Technology
CENTRED CHIROPRACTIC LIMITED,Healthcare
CENTRED SOLUTIONS LIMITED,Engineering
CENTREPOINT SERVICES LTD,Healthcare
CENTRICUS ASSET MANAGEMENT LIMITED,Finance
CENTTRIP LIMITED,Finance
CENTURO GLOBAL LIMITED,Technology
CENTURY HEALTHCARE LIMITED,Healthcare
CENTURY INNOVATIONS LTD,Technology
CENTURY-TECH LIMITED,Technology
CENTURYPLUS LIMITED,Healthcare
CEOX SERVICES LTD,Technology
CEPHAS RESOURCE SOLUTIONS LIMITED,Technology
CEPTER UK LTD,Technology
CERAMEX LTD,Engineering
CERAMIC STUDIOS PREMIER LTD,Healthcare
CERBERUS NUCLEAR LIMITED,Engineering
CEREBRAL PALSY CYMRU,Healthcare
CERO GENERATION SERVICES LIMITED,Finance
CERTA INSURANCE PARTNERS LTD,Finance
CERTARA UK LIMITED,Technology
CERTIFIED BUSINESS SOLUTIONS UK LTD,Technology
CERTIFIED HEALTHCARE SOLUTIONS LIMITED,Healthcare
CERTINIA UK LIMITED,Technology
CERTORA SMART CONTRACTS UK LTD.,Technology
CERTUA GROUP LIMITED,Finance
CERTUSS (UK) LIMITED,Engineering
CERVELLO LIMITED,Technology
CETO AI LIMITED,Technology
CEVITR LIMITED,Technology
CEX.IO LTD,Technology
CEXAL LTD,Engineering
CEYHAN RECOVERY (UK) LIMITED,Engineering
CEYLO IT SOLUTIONS LTD,Technology
CEZANNE HR LIMITED,Technology
CF PRIVATE EQUITY U.K. LIMITED,Finance
CFC UNDERWRITING LIMITED,Finance
CFH CAPITAL (UK) LIMITED,Finance
CFMS SERVICES LIMITED,Engineering
CFO SOLUTIONS GROUP LTD,Technology
CFS AEROPRODUCTS LTD,Engineering
CFT CARE LIMITED,Healthcare
CGI AXIS LTD,Engineering
CHADDENWYCH SERVICES LIMITED,Technology
CHADDERTON HEALTHCARE LTD,Healthcare
CHAILEY HERITAGE FOUNDATION,Education
CHAIN OF HOPE,Healthcare
CHAINALYSIS UK LIMITED,Technology
CHAKRA PSYCHICS LTD,Healthcare
CHALKIE AI LTD,Education
CHALKNDUSTER TUTORS LIMITED,Education
CHALLOCH ENERGY LIMITED,Engineering
CHAMANTHI LTD,Technology
CHAMOMILE CARE LTD,Healthcare
CHAMP SYSTEMS LIMITED,Technology
CHAMPION MOBILE GLOBAL LTD,Technology
CHANCERY EDUCATION TRUST,Education
CHANCERY WALL FINANCIAL SERVICES LTD,Finance
CHANCES CCFSS LIMITED,Healthcare
CHANDOS LODGE CARE HOMES LTD,Healthcare
CHANDRAWAR IT TECHNOLOGIES PVT LTD,Technology
CHANGAN UK R & D CENTRE LIMITED,Engineering
CHANGING GENERATIONS JP LIMITED,Healthcare
CHANGING LIVES LEARNING TRUST,Education
CHANGING SOCIAL LTD,Technology
CHANIX MARKETING LTD,Technology
CHANMIL CARE LTD,Healthcare
CHANNEL 3 CONSULTING LTD,Technology
CHANNEL DIGITAL HOLDINGS LIMITED,Finance
CHANNEL FACTORY EUROPE LIMITED,Technology
CHAOTIC WORKS LIMITED,Technology
CHAPEL & ASSOCIATES LTD,Healthcare
CHAPTER 7 ARCHITECTS LTD,Engineering
CHAPTER ONE CHILDCARE (UK) LIMITED,Healthcare
CHARI CONSULTING LIMITED,Technology
CHARICE HEALTHCARE LTD,Healthcare
CHARIS FOUR LIMITED,Finance
CHARIS HOUSE LIMITED,Healthcare
CHARIS SERVICES FOR CHILDREN LTD,Healthcare
CHARKOS UK LTD,Healthcare
CHARLES AND DEAN LIMITED,Finance
CHARLES ANDREWS LTD,Engineering
CHARLES RIVER LABORATORIES EDINBURGH LIMITED,Engineering
CHARLES SCOTT & PARTNERS CONSULTING ENGINEERS LIMITED,Engineering
CHARLES SQUARE LIMITED,Technology
CHARLTON PARK ACADEMY,Education
CHARM (UK) LIMITED,Healthcare
CHARM THERAPEUTICS LIMITED,Technology
CHARNLEY CARE HOMES LIMITED,Healthcare
CHARTAM HOUSE NURSERY LIMITED,Healthcare
CHARTBEECH LTD,Healthcare
CHARTERHOUSE DEVELOPMENT CAPITAL LIMITED,Finance
CHARTERS SCHOOL,Education
CHASE BUCHANAN CONSULTING LTD,Finance
CHASE CHILDCARE LTD,Education
CHASE HOUSE LIMITED,Healthcare
CHASE SYMMONS HEALTHCARE LIMITED,Healthcare
CHASTON HOUSE LTD,Healthcare
CHATRESH CONSULTANTS LIMITED,Technology
CHATSWORTH BIDCO LIMITED,Education
CHATTERMILL ANALYTICS LIMITED,Technology
CHAUCER SYNDICATES LIMITED,Finance
CHAUNCY SCHOOL,Education
CHAZAK LIMITED,Education
CHB DESIGN SERVICES LTD,Engineering
CHD LIVING LTD,Healthcare
CHEADLE HULME SCHOOL,Education
CHEAM ACADEMIES NETWORK,Education
CHEAM SCHOOL EDUCATIONAL TRUST,Education
CHEAMSIAM LTD,Healthcare
CHECK HOUSE CARE LIMITED,Healthcare
CHECKIT PLC,Finance
CHECKMARX UK LTD,Technology
CHECKOUT LTD,Finance
CHECKSTEP LIMITED,Technology
CHEEKY TEEKY LTD,Technology
CHEERFUL ELEGANT HEALTHCARE LTD,Healthcare
CHEESECAKE ENERGY LIMITED,Engineering
CHEETHAM KIDS ACADEMY LTD,Healthcare
CHEFS IN SCHOOLS,Education
CHEKIN LTD,Technology
CHELE CARE LIMITED,Healthcare
CHELLAM SERVICES LTD,Technology
CHELMSFORD CARE CENTRE LTD,Healthcare
CHELSEA PRE-PREP LIMITED,Education
CHELTONIAN CARE (UK) LTD,Healthcare
CHELVERTON ASSET MANAGEMENT LIMITED,Finance
CHEMASTERY GROUP LTD,Engineering
CHENDHUR INFOTECH LTD,Technology
CHEONMONG LTD,Education
CHEQUERS HEALTH GROUP LTD,Healthcare
CHEQUP HEALTH LIMITED,Engineering
CHERIBIM LTD,Technology
CHERISH SUPPORT SERVICES LTD,Healthcare
CHERISH UK LIMITED,Healthcare
CHERITON HOMECARE LIMITED,Healthcare
CHERRE RESIDENTIAL CARE LIMITED,Healthcare
CHERRY BLOSSOM DENTAL CARE LIMITED,Healthcare
CHERRY CARE SERVICES OXFORDSHIRE LTD,Healthcare
CHERRY ORCHARDS CARE LTD,Healthcare
CHERRY VENTURES ADVISORS UK LTD,Finance
CHERRYFIELD HOMES LIMITED,Healthcare
CHERVON EUROPE LIMITED,Engineering
CHESHIRE LIFECARE LTD,Healthcare
CHESS & CHEESE LTD,Technology
CHESS PROPERTY SERVICES (LONDON) LTD,Finance
CHESSVANTAGE ACADEMY LIMITED,Education
CHESTERFIELD AND DISTRICT SOCIETY FOR PEOPLE WITH A DISABILITY,Healthcare
CHESTNUT CARE LIMITED,Healthcare
CHESTNUTS (ARNESBY) LIMITED,Healthcare
CHETU LTD,Technology
CHETWOOD FINANCIAL LIMITED,Finance
CHI TECHNOLOGY LTD,Technology
CHIB LTD,Technology
CHICHESTER PHYSIO LTD,Healthcare
CHIEF MECHANIC LIMITED,Technology
CHIGWELL HOMES LTD,Healthcare
CHIGWELL SCHOOL,Education
CHILD CONNECT LIMITED,Healthcare
CHILDREN ASSISTED IN A REAL ENVIRONMENT LTD,Healthcare
CHILDREN CHANGE COLOMBIA LTD,Healthcare
CHILDREN OF COLOUR LIMITED,Healthcare
CHILDREN TO PROSPER LIMITED,Healthcare
CHILDREN'S DISCOVERY CENTRE EAST LONDON,Education
CHILDREN'S HEALTH AND MEDICAL PRACTICE LTD,Healthcare
CHILDREN'S HOSPICES ACROSS SCOTLAND,Healthcare
CHILDRENS DAY CARE COMPANY LIMITED,Healthcare
CHILLI SOURCE SOFTWARE LIMITED,Technology
CHILLIBEAN LIMITED,Technology
CHILTERN AEGIS LTD,Healthcare
CHILTERN CARE SERVICES LIMITED,Healthcare
CHILTERN LEARNING TRUST,Education
CHILTERN RESIDENTIAL HOMES LIMITED,Healthcare
CHILTERN WAY ACADEMY TRUST,Education
CHILTERNWELLBEING LTD,Healthcare
CHILTON INVESTMENT COMPANY LIMITED,Finance
CHIME SOFTWARE LIMITED,Technology
CHINA DAILY UK CO. LTD,Technology
CHINA GLOBAL TELEVISION NETWORK EUROPE LTD.,Technology
CHINA INTERNATIONAL CAPITAL CORPORATION (UK) LIMITED,Finance
CHINA MERCHANTS SECURITIES (UK) LIMITED,Finance
CHINA MOBILE INTERNATIONAL (UK) LIMITED,Technology
CHINA RE UNDERWRITING AGENCY LIMITED,Finance
CHINA TAIPING INSURANCE (UK) CO LTD,Finance
CHINA UNICOM (EUROPE) OPERATIONS LIMITED,Technology
CHINACACHE NETWORKS (UK) LIMITED,Technology
CHINAR TRADE SERVICES LTD,Technology
CHINESE MEDICINE RESEARCH CENTRE OF UK LIMITED,Healthcare
CHINESE PROFICIENCY TEST UK COMMITTEE,Education
CHINESE-ENGLISH LEGAL EDUCATION LIMITED,Technology
CHIP SYNERGY LTD,Technology
CHIPLOGIC TECHNOLOGIES LIMITED,Technology
CHIRO HEALTH LIMITED,Healthcare
CHIRO WORKS (UK) LIMITED,Healthcare
CHIRON CARE (UK) LIMITED,Healthcare
CHIRON HEALTHCARE AT HOME LIMITED,Healthcare
CHISL LTD,Technology
CHISWICK SCHOOL,Education
CHIZHANDE CARE SERVICES LTD,Healthcare
CHOCO COMMUNICATIONS UK LTD,Technology
CHOICE FIRST HEALTH AND HOME CARE LTD,Healthcare
CHOICE HEALTH CARE LIMITED,Healthcare
CHOICE HOLDINGS LIMITED,Healthcare
CHOICECARE 2000 LIMITED,Healthcare
CHOICES HOME FOR CHILDREN LIMITED,Healthcare
CHOICES HOMECARE (CALDERDALE) LIMITED,Healthcare
CHOICES HOMECARE (MERSEYSIDE) LIMITED,Healthcare
CHOICES HOMECARE (OLDHAM) LIMITED,Healthcare
CHOICES HOMECARE (SOUTH YORKS) LIMITED,Healthcare
CHOICES HOMECARE (YORKSHIRE) LIMITED,Healthcare
CHOPRA DENTAL LTD,Healthcare
CHORD CONSULT LIMITED,Engineering
CHORLEGH LIMITED,Finance
CHORUS CAPITAL MANAGEMENT LIMITED,Finance
CHORUS EDUCATION TRUST,Education
CHORUS GLOBAL HOLDINGS LIMITED,Technology
CHOSEN CARE GROUP LIMITED,Education
CHPK FIRE ENGINEERING LIMITED,Engineering
CHRIS LEFTERI DESIGN LIMITED,Engineering
CHRIST COLLEGE,Education
CHRIST THE KING RESIDENTIAL CARE HOMES LIMITED,Healthcare
CHRIST THE REDEEMER CATHOLIC EDUCATION TRUST,Education
CHRIST THE REDEEMER COLLEGE,Education
CHRIST'S COLLEGE FINCHLEY,Education
CHRISTCHURCH PHARMACY LIMITED,Healthcare
CHRISTEL HOUSE EUROPE,Education
CHRISTIAN FOCUS PUBLICATIONS LIMITED,Technology
CHRISTIANS AGAINST POVERTY,Finance
CHRISTMAS LODGE LTD,Healthcare
CHRISTOL CONSULTANCY LIMITED,Technology
CHRONICLE SOFTWARE LTD,Technology
CHRONOGRAPH GBP LTD,Technology
CHRP-EUROPE PRIVATE LIMITED,Technology
CHRYSALIS ASSOCIATES LIMITED,Healthcare
CHS CAR & VAN ACCIDENT REPAIR CENTRE (LONDON) LTD,Engineering
CHS UK MANCO LIMITED,Finance
CHULMLEIGH DENTAL PRACTICE LTD,Healthcare
CHUNE LTD,Engineering
CHUNG YICK TUNG INTERNATIONAL LIMITED,Technology
CHURCHER'S COLLEGE,Education
CHURCHILL HEALTH CARE LTD,Healthcare
CHURCHILL RESIDENTIAL CARE AND NURSING HOMES LIMITED,Healthcare
CHURCHMAN THORNHILL FINCH LIMITED,Engineering
CHURCHVIEW CARE LTD,Healthcare
CI GAMES UK LIMITED,Technology
CI STUDY LTD,Education
CICLOZONE LIMITED,Technology
CICONIA RECOVERY LTD,Healthcare
CIENA LIMITED,Technology
CIFC ASSET MANAGEMENT EUROPE LTD,Finance
CIGNA EUROPEAN SERVICES (UK) LIMITED,Finance
CIGNITI TECHNOLOGIES (UK) LIMITED,Technology
CIKLUM OPERATIONS UK LIMITED,Technology
CIMA CARE (BURTON) LTD,Healthcare
CIMA CARE CONSORTIUM LTD,Healthcare
CIMAR LIMITED,Engineering
CIMCON SOFTWARE (UK) LIMITED,Technology
CIMCORP UK LTD,Technology
CIMPLE LIMITED,Technology
CINCOM SYSTEMS (UK) LIMITED,Technology
CINDY CARE LIMITED,Healthcare
CINEMA8 LIMITED,Technology
CINEMERSIVE LABS LTD,Technology
CINEON TRAINING LIMITED,Technology
CINT UK LIMITED,Technology
CINTRE,Healthcare
CINVEN LIMITED,Finance
CIP LONDON LIMITED,Finance
CIPHR LIMITED,Technology
CIRATA LTD,Technology
CIRCANA (UK) LTD,Technology
CIRCLE CLOUD COMMUNICATIONS LTD,Technology
CIRCLE INTERACTIVE LTD,Technology
CIRCLE LEAF LTD,Engineering
CIRCLECI UK LIMITED,Technology
CIRCUIT ROUTING LIMITED,Technology
CIRCUITHUB LIMITED,Technology
CIRCULAR CARE LTD,Healthcare
CIRCULOR LTD,Technology
CIRCUSFUL,Education
CIRRICO LTD,Technology
CIRRUS NEXUS LTD,Technology
CISCO INTERNATIONAL LIMITED,Technology
CISION GROUP LIMITED,Technology
CITATION CYBER LIMITED,Technology
CITI VENTURE GROUP LTD,Finance
CITIZEN FEMME LTD,Technology
CITIZENS ADVICE 1066,Technology
CITIZENS ADVICE MID MERCIA,Technology
CITTA CARE LTD,Healthcare
CITY & GUILDS LIMITED,Education
CITY AND COMMERCIAL LTD,Finance
CITY CARE PROVIDERS LTD,Healthcare
CITY CARE SERVICES LIMITED,Healthcare
CITY COLLEGE LIMITED,Education
CITY COLLEGE STRATFORD COMMUNITY INTEREST COMPANY,Education
CITY DESIGN LIMITED,Technology
CITY ENGINEERING LIMITED,Engineering
CITY FOOTBALL GROUP LIMITED,Finance
CITY HEALTH CARE PARTNERSHIP CIC,Healthcare
CITY HEALTH CLINIC LIMITED,Healthcare
CITY HEALTH PRACTICE LIMITED,Healthcare
CITY IT SOLUTIONS LTD,Technology
CITY MANDARIN LIMITED,Education
CITY OF LONDON ACADEMIES TRUST,Education
CITY OF LONDON COLLEGE (CLC) LTD,Education
CITY ON A HILL CONSUL LTD,Healthcare
CITY REHAB LTD,Healthcare
CITY SMILE SOLUTIONS LTD,Healthcare
CITY SURE CARE LTD,Technology
CITY TECH BUSINESS SOLUTIONS LTD,Technology
CITY WINDOWS AND GLASS LTD,Engineering
CITYMAAS LTD,Technology
CITYPLUS NETWORK LTD,Finance
CITYSCAPE DIGITAL LIMITED,Engineering
CITYSHAPERS LTD,Healthcare
CITYWIRE FINANCIAL PUBLISHERS LTD,Technology
CIVIC CARE LTD,Healthcare
CIVICARE CENTRAL LIMITED,Healthcare
CIVIL AND STRUCTURAL ENGINEERING SHETLAND LIMITED,Engineering
CIVILS CONSULTING LTD,Engineering
CJS MANAGED CLOUD SERVICES LTD,Technology
CJS RISK MANAGEMENT LTD,Finance
CK IT SERVICES LIMITED,Technology
CKAY SOLUTION LIMITED,Technology
CKI GAS INFRASTRUCTURE LIMITED,Finance
CL CAPITAL (UK) LIMITED,Finance
CLAIMER TECH LTD,Technology
CLAIMSORTED LTD,Technology
CLAIMWISE AI LIMITED,Technology
CLAIRES COURT SCHOOLS LIMITED,Education
CLAIRO LTD,Technology
CLANMARK LTD,Technology
CLARA TECHNOLOGIES (UK) LIMITED,Technology
CLARASYS LIMITED,Technology
CLARDENT LIMITED,Healthcare
CLAREMONT PARK LIMITED,Healthcare
CLARENDON CARE GROUP LIMITED,Healthcare
CLARENDON CARE LIMITED,Healthcare
CLARENDON CARE SERVICES LIMITED,Healthcare
CLARENDON INTERNATIONAL EDUCATION LIMITED,Education
CLARENDON MEWS CARE LIMITED,Healthcare
CLARION CORVUS TRUST,Education
CLARION LOGIC LIMITED,Technology
CLARION PARTNERS EUROPE (U.K.) LIMITED,Finance
CLARITECH ANALYSIS LIMITED,Technology
CLARITY AI LTD,Technology
CLARITY CAPITAL PARTNERS LIMITED,Finance
CLARITY CARE PROVIDERS LTD,Healthcare
CLARITY HOMECARE (DIRECT) LTD,Healthcare
CLARITY SOFTWARE GROUP LIMITED,Technology
CLARIVATE ANALYTICS (UK) LIMITED,Technology
CLARK DEGNAN LIMITED,Engineering
CLARK HOUSE DENTAL SURGERIES LIMITED,Healthcare
CLARK SMITH PARTNERSHIP LIMITED,Engineering
CLASS (UK) LIMITED,Healthcare
CLASS TECHNOLOGY SOLUTIONS LTD,Technology
CLASSIC CARE HOMES (DEVON) LIMITED,Healthcare
CLASSIC HEALTH CARE SOLUTIONS LTD,Healthcare
CLAY LABS UK LTD,Technology
CLAYTEX SERVICES LIMITED,Technology
CLEANING EQUIPMENT SALES AND SERVICES LIMITED,Engineering
CLEANTECH ENGINEERING LIMITED,Engineering
CLEANTECH GROUP EUROPE LIMITED,Technology
CLEAR BOOKS LIMITED,Technology
CLEAR PATHWAY CARE LTD,Healthcare
CLEAR SKY CAPITAL UK LIMITED,Finance
CLEAR THINKING CARE LIMITED,Healthcare
CLEAR TREASURY (UK TRADING) LIMITED,Finance
CLEAR VISUAL COMMUNICATIONS LTD,Technology
CLEARANCE CAPITAL LIMITED,Finance
CLEARBANK GROUP HOLDINGS LIMITED,Finance
CLEARBANK LIMITED,Finance
CLEARCO INSURE LIMITED,Finance
CLEARCOURSE PARTNERSHIP ACQUIRECO FINANCE LIMITED,Finance
CLEARCUT PHYSIOTHERAPY LTD,Healthcare
CLEARER.IO UK LTD,Technology
CLEARGLASS ANALYTICS LIMITED,Technology
CLEARLAKE CAPITAL GROUP LIMITED,Finance
CLEARLIGHT SAUNAS UK LIMITED,Technology
CLEARMACRO LIMITED,Technology
CLEARMATICS TECHNOLOGIES LTD,Technology
CLEARROUTE UK LIMITED,Technology
CLEARSENSE VENTURES LIMITED,Technology
CLEARSPACE TODAY LTD,Engineering
CLEARSTREAM LONDON LIMITED,Technology
CLEARTWO LIMITED,Technology
CLEARVIEW DRIVING LTD,Education
CLEARVUE INVESTMENTS LIMITED,Healthcare
CLEARWATER CARE (LEADON COURT) LIMITED,Healthcare
CLEARWATER DENTAL LTD,Healthcare
CLEDARA LIMITED,Technology
CLEETHORPES DENTAL PRACTICE LIMITED,Healthcare
CLEEVE LODGE LIMITED,Healthcare
CLEMENT MIND LIMITED,Healthcare
CLEO SYSTEMS 24 LTD,Technology
CLERKENWELL CLINICS LIMITED,Healthcare
CLEVELAND CLINIC LONDON LTD,Healthcare
CLEVELAND HEALTHCARE GROUP LIMITED,Healthcare
CLEVERCHAIN LIMITED,Technology
CLEVERNET UK LIMITED,Technology
CLEVRY UK LTD,Technology
CLI SECURE LTD,Technology
CLIA CARE LTD,Healthcare
CLICK DESIGN LTD,Engineering
CLICKABLE SOLUTIONS LTD,Technology
CLICKVIEW LIMITED,Education
CLIFF SERVICES LTD,Technology
CLIFF SOLUTIONS LIMITED,Technology
CLIFFDALE LIMITED,Healthcare
CLIFTON CARE LIMITED,Healthcare
CLIFTON HOMECARE LIMITED,Healthcare
CLIFTON PRIVATE FINANCE LIMITED,Finance
CLIMATE ALIGNED COMPANY LTD,Technology
CLIMATE ASSET MANAGEMENT LIMITED,Finance
CLIMATE BONDS INITIATIVE,Technology
CLIMATE ESSENTIALS LIMITED,Technology
CLIMATE TECH INSIGHTS UK LIMITED,Technology
CLIMATE WINDOWS LTD,Engineering
CLIMB COMMERCE LTD,Technology
CLIMETREK LTD,Finance
CLINI-HUB LIMITED,Technology
CLINIQUE LA PRAIRIE UK LTD.,Healthcare
CLINISUPPLIES LIMITED,Healthcare
CLINISYS SOLUTIONS LIMITED,Technology
CLINTECH HUB LIMITED,Technology
CLIPWAY LIMITED,Finance
CLO-CLO LTD,Healthcare
CLOBOTICS UK LTD,Engineering
CLOSED LOOP MEDICINE LTD,Engineering
CLOSERSTILL GROUP LIMITED,Finance
CLOUD AIOPS CONSULTING LTD,Technology
CLOUD ANALYTICS LIMITED,Technology
CLOUD ARMY UK LIMITED,Technology
CLOUD AWARE SERVICES LTD,Technology
CLOUD BRIDGE TECHNOLOGIES LIMITED,Technology
CLOUD COMBINATOR LTD,Technology
CLOUD COMPUTING SERVICES LTD,Technology
CLOUD CONSULTING GROUP LTD,Technology
CLOUD CX LTD,Technology
CLOUD DATA CONSULTANTS LTD,Technology
CLOUD DIGEST LTD,Engineering
CLOUD FLICKER SOLUTIONS LTD,Technology
CLOUD LENDING UK LTD,Technology
CLOUD MANTRA LIMITED,Technology
CLOUD MASTER LIMITED,Technology
CLOUD ODYSSEY IT SOLUTIONS LTD,Technology
CLOUD RETAIL LTD,Technology
CLOUD SG UK LTD,Technology
CLOUD STEM LTD,Technology
CLOUD TECHEES LTD,Technology
CLOUD TECHNOLOGIES LTD,Technology
CLOUD VALLEY LTD,Technology
CLOUD23 UK IT CONSULTING SERVICES LTD,Technology
CLOUDATTRIBUTION LTD,Technology
CLOUDBEES UK LIMITED,Technology
CLOUDBRAIN SOLUTIONS LIMITED,Technology
CLOUDBUNCH LIMITED,Technology
CLOUDCLEVR LIMITED,Technology
CLOUDERA (UK) LIMITED,Technology
CLOUDEVOQUE LIMITED,Technology
CLOUDEX CONSULTING LIMITED,Technology
CLOUDFACTORY INTERNATIONAL LIMITED,Technology
CLOUDFIRST TECHNOLOGIES LTD,Technology
CLOUDFLARE LIMITED,Technology
CLOUDHIVE LIMITED,Technology
CLOUDIFIE LIMITED,Technology
CLOUDIT SOLUTIONS LIMITED,Technology
CLOUDLEARN LTD,Education
CLOUDMIND AI LIMITED,Technology
CLOUDNC LTD,Engineering
CLOUDNET TECHNOLOGIES LIMITED,Technology
CLOUDPAY TECHNOLOGY LIMITED,Technology
CLOUDPILAR LIMITED,Technology
CLOUDPLEXO LTD,Technology
CLOUDREACH EUROPE LIMITED,Technology
CLOUDROCK PARTNERS LTD,Technology
CLOUDSCOUTS TECHNOLOGY SERVICES UK LTD,Technology
CLOUDSCULPTS SOLUTIONS LTD,Technology
CLOUDSHARP CONSULTANCY SERVICES LIMITED,Technology
CLOUDSHOP LIMITED,Technology
CLOUDSMAN IT SOLUTIONS LIMITED,Technology
CLOUDSMART CONSULTING LTD,Technology
CLOUDSMITH LTD,Technology
CLOUDSOURCE LTD,Technology
CLOUDTAMERS LIMITED,Technology
CLOUDTECH COMMUNICATIONS LTD,Technology
CLOUDTECH INNOVATIONS LTD,Technology
CLOUDTECH24 LTD,Technology
CLOUDXACT LTD,Technology
CLOUDXCEL LTD,Technology
CLOVELLY HOUSE CARE HOME LIMITED,Healthcare
CLOVER CARE SCOTLAND LTD,Healthcare
CLOVER HEALTHCARE LIMITED,Healthcare
CLOVER PUBS HOLDINGS NI LIMITED,Finance
CLOVER SUPPORT GROUP LTD,Healthcare
CLOWDY LIMITED,Technology
CLS MONEY LIMITED,Finance
CLSA (UK),Finance
CLUARAN HCS LIMITED,Healthcare
CLUB HEALTH LTD,Healthcare
CLUBCOM INTERNATIONAL LIMITED,Technology
CLUBSZONE CZ LIMITED,Education
CLUEDIN UK LTD,Technology
CLUES LTD,Finance
CLUSTER GREENS LIMITED,Technology
CLYDE BIOSCIENCES LIMITED,Engineering
CLYDE DENTAL PRACTICE LIMITED,Healthcare
CLYDE VENTURES LIMITED,Finance
CLYDESDALE BANK PLC,Finance
CM CLOUD & DEVOPS LTD,Technology
CM GROUP INVESTMENT LIMITED,Finance
CM SCHOOL LONDON LIMITED,Education
CM TELECOM UK LTD,Technology
CMAS EUROPE LIMITED,Technology
CMASS LTD,Technology
CMC MARKETS UK PLC,Finance
CMJSD CARE LTD,Healthcare
CML STEEL LIMITED,Engineering
CMOLDS LTD,Technology
CMSOFTECH LTD,Technology
CN CONSULTING LTD,Finance
CNA INSURANCE COMPANY LIMITED,Finance
CNBLINK LIMITED,Technology
CNC LEICESTER LIMITED,Engineering
CNERGY LIMITED,Technology
CNI NEWS NETWORK LTD,Technology
CNW CAPITAL SERVICE LTD,Finance
CO-ENTRY SOLUTIONS LTD,Technology
CO-OPERATION IRELAND,Healthcare
COACHHUB LTD,Finance
COACHING CULTURE LTD,Technology
COADJUTE LIMITED,Technology
COAST CARE HOMES LTD,Healthcare
COASTAL ACADEMIES TRUST,Education
COATSINK SOFTWARE LTD,Technology
COBA HOLDINGS LIMITED,Finance
COBA RESOURCING LTD,Technology
COBALT ALUMINIUM LIMITED,Engineering
COBALT ENERGY LIMITED,Engineering
COBMORE HOLDINGS LTD,Engineering
COBRY LTD,Technology
COCHLEAR EUROPE LIMITED,Healthcare
COCKBURN MULTI ACADEMY TRUST,Education
COCO DENTAL LIMITED,Healthcare
COCOA ORIENTAL NETWORK UK LIMITED,Technology
COCOON CHILDREN SERVICES LTD,Healthcare
CODAIRE LIMITED,Technology
CODAT LIMITED,Technology
CODE DESIGN LAB LTD,Technology
CODE IT SOLUTIONS LIMITED,Technology
CODE KIDS LTD,Education
CODE TANTRA LIMITED,Technology
CODEFLEX LTD,Technology
CODEKO HOMES LIMITED,Healthcare
CODELEGS LTD,Technology
CODELESSAI LTD,Technology
CODEPLEXUS LTD,Technology
CODEREFLEX TECHNOLOGIES LTD,Technology
CODESPEAK LTD,Technology
CODESTER LTD,Technology
CODETHINK LIMITED,Technology
CODEX SOFTWARE SOLUTIONS LTD,Technology
CODEXAN INTERNATIONAL LTD,Technology
CODEZY LIMITED,Technology
CODIFAI TECH LTD,Technology
CODIFICATION LTD,Technology
CODILINK UK LTD,Technology
CODING WORLD LTD,Technology
CODIO LTD,Technology
CODM SOFTWARE LIMITED,Technology
COED DU HALL LIMITED,Healthcare
COEFFICIENT SYSTEMS LTD,Technology
COEO LIMITED,Technology
COFFICIENT LIMITED,Technology
COFINITI LIMITED,Technology
COFORGE U.K. LIMITED,Technology
COGA AI LIMITED,Technology
COGENT FINANCIAL SERVICES LIMITED,Finance
COGENT INTERNATIONAL LIMITED,Finance
COGENT NETWORKS LTD,Technology
COGITARE LIMITED,Technology
COGNA LTD,Technology
COGNACITY HEALTH LIMITED,Healthcare
COGNASSIST UK LIMITED,Technology
COGNIDOX LIMITED,Technology
COGNISM LIMITED,Technology
COGNISYS GROUP LIMITED,Technology
COGNITA LIMITED,Finance
COGNITA SCHOOLS LIMITED,Education
COGNITIONHUB.COM LTD,Technology
COGNITIVE SOLUTIONS CORP LTD,Technology
COGNITIVE-EDGE LTD,Technology
COGNITIVE.BUSINESS LTD,Technology
COGNIZANT BUSINESS LOGICS LIMITED,Technology
COGNIZANT WORLDWIDE LIMITED,Technology
COGRAMMAR LTD,Technology
COHEN CARE LTD,Healthcare
COHESITY INTERNATIONAL UK LIMITED,Technology
COINRULE LIMITED,Technology
COINSHARES CAPITAL MARKETS (UK) LIMITED,Technology
COKER CONSULT LTD,Technology
COLATE LTD,Technology
COLCAP FINANCIAL UK LIMITED,Finance
COLCHESTER GLOBAL INVESTORS LIMITED,Finance
COLCHESTER ROAD RESIDENTIAL HOME LIMITED,Healthcare
COLDWHERE LIMITED,Technology
COLFE'S SCHOOL,Education
COLGANBAUER UK LIMITED,Technology
COLIANCE LTD,Technology
COLIBRIX LIMITED,Finance
COLLABORA LIMITED,Technology
COLLABORATION BETTERS THE WORLD UK LIMITED,Technology
COLLABORATIVE CARE SERVICES LTD,Healthcare
COLLABORATIVE SOLUTIONS EUROPE LIMITED,Technology
